author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_month;commissions;year_of_construction;kitchen_meters;district;street;house_number;underground
Премиальная Недвижимость;real_estate_agent;https://krasnodar.cian.ru/rent/flat/182899422/;Краснодар;rent;flat;20;22;2;60;60000;0;2017;15;мкр. Центральный; Кубанская Набережная;39;
КУБАНЬ РИЕЛТ;real_estate_agent;https://krasnodar.cian.ru/rent/flat/306603630/;Краснодар;rent;flat;7;10;2;75;39000;0;2009;15;мкр. Школьный; Школьная;13.май;
ID 110861391;homeowner;https://krasnodar.cian.ru/rent/flat/308014323/;Краснодар;rent;flat;3;7;2;39;20000;0;2013;-1;Прикубанский; Венецианская;2;
Самолет Плюс Краснодар;real_estate_agent;https://krasnodar.cian.ru/rent/flat/307884648/;Краснодар;rent;flat;8;11;2;88;55000;0;-1;12;мкр. Центральный; Красина;09.янв;
Юлия Чаниа;realtor;https://krasnodar.cian.ru/rent/flat/303441541/;Краснодар;rent;flat;20;26;2;80;100000;0;2018;-1;мкр. Фестивальный; Совхозная;1к5;
КАЯН - Отдел аренды жилой недвижимости;real_estate_agent;https://krasnodar.cian.ru/rent/flat/305784014/;Краснодар;rent;flat;2;2;2;46;20000;0;-1;11;Западный;Артиллерийская ;158;
ID 78539671;realtor;https://krasnodar.cian.ru/rent/flat/296565460/;Краснодар;rent;flat;1;18;2;65;35000;0;2017;10;мкр. Дубинка; 1-я Линия Поймы реки Кубань;2;
Юлия Чаниа;realtor;https://krasnodar.cian.ru/rent/flat/272220955/;Краснодар;rent;flat;11;25;2;70;80000;0;2017;-1;мкр. Фестивальный; Совхозная;1к7;
ID 56705497;homeowner;https://krasnodar.cian.ru/rent/flat/307381070/;Краснодар;rent;flat;8;16;2;60;25000;0;-1;12;мкр. Московский; Имени Николая Семеновича Котлярова;;
ID 57624926;realtor;https://krasnodar.cian.ru/rent/flat/304551755/;Краснодар;rent;flat;6;16;2;79;40000;0;2011;18;мкр. Юбилейный;проспект Чекистов;26;
ПОКРОВСКОЕ;real_estate_agent;https://krasnodar.cian.ru/rent/flat/307436105/;Краснодар;rent;flat;5;17;2;60.4;32000;0;2014;11.2;мкр. Комсомольский;Сормовская ;208;
Юлия Чаниа;realtor;https://krasnodar.cian.ru/rent/flat/233867744/;Краснодар;rent;flat;18;22;2;90;65000;0;2010;-1;мкр. Центральный; Кубанская Набережная;37/11;
Юлия Чаниа;realtor;https://krasnodar.cian.ru/rent/flat/305074918/;Краснодар;rent;flat;3;24;2;75;70000;0;2017;-1;мкр. Центральный; Кубанская Набережная;39;
Юлия Чаниа;realtor;https://krasnodar.cian.ru/rent/flat/308078538/;Краснодар;rent;flat;1;19;2;70;85000;0;2020;-1;мкр. Панорама; Героев-Разведчиков;6к3;
Валентина Крымская;realtor;https://krasnodar.cian.ru/rent/flat/294941901/;Краснодар;rent;flat;4;18;2;62;65000;0;2014;-1;Солнечный мкр; Архитектора Петина;;
ID 12215409;homeowner;https://krasnodar.cian.ru/rent/flat/275450946/;Краснодар;rent;flat;5;5;2;39.5;25000;0;1970;6;мкр. Аврора; Федора Лузана;12;
Юлия Чаниа;realtor;https://krasnodar.cian.ru/rent/flat/308077854/;Краснодар;rent;flat;4;10;2;75;100000;0;2004;-1;мкр. Центральный; Кубанская Набережная;4;
Юлия Чаниа;realtor;https://krasnodar.cian.ru/rent/flat/239554966/;Краснодар;rent;flat;7;22;2;78;80000;0;2017;-1;мкр. Центральный; Кубанская Набережная;39;
ID 12728238;homeowner;https://krasnodar.cian.ru/rent/flat/307988877/;Краснодар;rent;flat;6;9;2;51.5;30000;0;2017;-1;мкр. Юбилейный; 70-летия Октября;14;
Валентина Крымская;realtor;https://krasnodar.cian.ru/rent/flat/307560997/;Краснодар;rent;flat;10;16;2;72;70000;0;2017;-1;мкр. Центральный; Береговая;;
Валентина Крымская;realtor;https://krasnodar.cian.ru/rent/flat/299663539/;Краснодар;rent;flat;15;27;2;87;60000;0;2012;-1;Западный; Имени П.М. Гаврилова;;
ID 15479924;homeowner;https://krasnodar.cian.ru/rent/flat/307801025/;Краснодар;rent;flat;8;9;2;60;27000;0;1993;10;мкр. Школьный; Школьная;15.апр;
Юлия Чаниа;realtor;https://krasnodar.cian.ru/rent/flat/306499036/;Краснодар;rent;flat;15;18;2;70;80000;0;2017;-1;Центральный; Коммунаров;270;
Юлия Чаниа;realtor;https://krasnodar.cian.ru/rent/flat/307815844/;Краснодар;rent;flat;3;25;2;80;100000;0;2021;-1;Западный;Гаражная ;87;
ID 103968876;homeowner;https://krasnodar.cian.ru/rent/flat/305612155/;Краснодар;rent;flat;6;12;2;68;26000;0;1994;12;мкр. Восточно-Кругликовский; Имени 40-летия Победы;93;
Юлия Чаниа;realtor;https://krasnodar.cian.ru/rent/flat/233916380/;Краснодар;rent;flat;10;25;2;80;70000;0;2017;-1;мкр. Фестивальный; Совхозная;1к3;
Юлия Чаниа;realtor;https://krasnodar.cian.ru/rent/flat/273586363/;Краснодар;rent;flat;18;24;2;90;100000;0;2017;-1;мкр. Центральный; Кубанская Набережная;39;
ID 96948857;homeowner;https://krasnodar.cian.ru/rent/flat/307945634/;Краснодар;rent;flat;5;19;2;70;35000;0;2014;-1;мкр. Панорама;Восточно-Кругликовская ;18;
Юлия Чаниа;realtor;https://krasnodar.cian.ru/rent/flat/304583151/;Краснодар;rent;flat;12;27;2;80;60000;0;2012;-1;Западный; Имени П.М. Гаврилова;27;
ID 20948094;realtor;https://krasnodar.cian.ru/rent/flat/307255434/;Краснодар;rent;flat;10;24;2;66;46000;0;2022;15;Прикубанский; Им. Героя Яцкова И.В.;19к3;
ID 66629905;homeowner;https://krasnodar.cian.ru/rent/flat/307698518/;Краснодар;rent;flat;4;19;2;55;35000;0;2022;14;мкр. Славянский; Красных Партизан;1/4к16;
Юлия Чаниа;realtor;https://krasnodar.cian.ru/rent/flat/266997787/;Краснодар;rent;flat;15;25;2;70;80000;0;2018;-1;мкр. Фестивальный; Совхозная;1к2;
Юлия Чаниа;realtor;https://krasnodar.cian.ru/rent/flat/272104832/;Краснодар;rent;flat;12;24;2;78;100000;0;2017;-1;мкр. Фестивальный; Совхозная;1к4;
КАЯН - Отдел аренды жилой недвижимости;real_estate_agent;https://krasnodar.cian.ru/rent/flat/307954288/;Краснодар;rent;flat;3;5;2;45;25000;0;1972;6;мкр. Фестивальный; Имени Тургенева;209;
Юлия Чаниа;realtor;https://krasnodar.cian.ru/rent/flat/273689055/;Краснодар;rent;flat;19;25;2;70;80000;0;2016;-1;Центральный;Красная ;176лит1;
Валентина Крымская;realtor;https://krasnodar.cian.ru/rent/flat/262086047/;Краснодар;rent;flat;14;24;2;120;230000;0;2015;-1;мкр. Центральный; Буденного;;
ID 95789079;homeowner;https://krasnodar.cian.ru/rent/flat/307632034/;Краснодар;rent;flat;5;16;2;48;35000;0;2023;-1;Прикубанский; Ивана Беличенко;92к1;
Capital Mars;real_estate_agent;https://krasnodar.cian.ru/rent/flat/308007251/;Краснодар;rent;flat;2;5;2;44;25000;0;1971;6.5;мкр. Дубинка;Ставропольская ;214;
Юлия Чаниа;realtor;https://krasnodar.cian.ru/rent/flat/306499500/;Краснодар;rent;flat;15;24;2;85;140000;0;2018;-1;Западный;Дальняя ;8к1;
ID 85705909;homeowner;https://krasnodar.cian.ru/rent/flat/307639194/;Краснодар;rent;flat;6;9;2;55;30000;0;1978;9;мкр. Центральный; Рылеева;354;
Юлия Чаниа;realtor;https://krasnodar.cian.ru/rent/flat/273015579/;Краснодар;rent;flat;18;24;2;120;230000;0;2015;-1;мкр. Центральный; Буденного;129;
ID 95258600;homeowner;https://krasnodar.cian.ru/rent/flat/307899597/;Краснодар;rent;flat;18;23;2;63.5;25000;0;2015;-1;Прикубанский; Конгрессная;41к1;
ID 10369031;realtor;https://krasnodar.cian.ru/rent/flat/304384448/;Краснодар;rent;flat;2;5;2;44;22000;0;1970;6;мкр. Фестивальный; Атарбекова;30;
ID 30384148;homeowner;https://krasnodar.cian.ru/rent/flat/308025450/;Краснодар;rent;flat;7;16;2;65;35000;0;2013;15;мкр. Панорама;Восточно-Кругликовская ;28;
ID 120131453;homeowner;https://krasnodar.cian.ru/rent/flat/307038824/;Краснодар;rent;flat;4;17;2;65;35000;0;2022;10;Прикубанский; Командорская;15;
ID 53913860;homeowner;https://krasnodar.cian.ru/rent/flat/307917548/;Краснодар;rent;flat;5;10;2;50;30000;0;1993;-1;Центральный; Стасова;115/1;
ID 12456305;homeowner;https://krasnodar.cian.ru/rent/flat/307067559/;Краснодар;rent;flat;15;22;2;58;42999;0;2023;8;мкр. ККБ; Домбайская;55к5;
ID 120199191;homeowner;https://krasnodar.cian.ru/rent/flat/307262837/;Краснодар;rent;flat;2;25;2;50;40000;0;2022;15;Имени Петра Метальникова мкр; Петра Метальникова;38;
Сергей Лямцев;realtor;https://krasnodar.cian.ru/rent/flat/307713491/;Краснодар;rent;flat;4;24;2;56;22000;0;2022;11.6;Почтовый мкр;проспект Имени писателя Знаменского;34;
Антон Шельдешев;realtor;https://krasnodar.cian.ru/rent/flat/307067938/;Краснодар;rent;flat;2;17;2;57;22000;0;2016;-1;мкр. Восточно-Кругликовский;Черкасская ;64;
ID 23357188;unknown;https://krasnodar.cian.ru/rent/flat/308043953/;Краснодар;rent;flat;16;16;2;60;35000;0;2010;12;Прикубанский;Кореновская ;67;
Антон Захаров;realtor;https://krasnodar.cian.ru/rent/flat/307143479/;Краснодар;rent;flat;6;16;2;56;25000;0;2012;12;мкр. Восточно-Кругликовский; Героев-Разведчиков;36;
Антон Захаров;realtor;https://krasnodar.cian.ru/rent/flat/306522988/;Краснодар;rent;flat;5;5;2;44;25000;0;1977;6;мкр. Фестивальный; Воровского;223/1;
ID 15564592;realtor;https://krasnodar.cian.ru/rent/flat/300140848/;Краснодар;rent;flat;2;17;2;58;25000;0;2009;11;мкр. ККБ;Восточно-Кругликовская ;77;
Юлия Мусиец;realtor;https://krasnodar.cian.ru/rent/flat/302034759/;Краснодар;rent;flat;2;2;2;37;27000;0;1959;5;мкр. 40 лет Победы;Клиническая ;7;
Антон Шельдешев;realtor;https://krasnodar.cian.ru/rent/flat/306618093/;Краснодар;rent;flat;9;16;2;55.7;25000;0;2010;-1;Прикубанский;Кореновская ;63;
Алексей Гнеушев;realtor;https://krasnodar.cian.ru/rent/flat/306466702/;Краснодар;rent;flat;3;14;2;60;25000;0;2008;15;Прикубанский;проезд Репина;24;
Владимир Медведев;realtor;https://krasnodar.cian.ru/rent/flat/291996508/;Краснодар;rent;flat;6;16;2;66;30000;0;2007;14;Прикубанский;проезд Репина;24;
Владимир Титов;realtor;https://krasnodar.cian.ru/rent/flat/307793741/;Краснодар;rent;flat;4;9;2;49;30000;0;2021;10;мкр. Славянский; Красных Партизан;1/4к19;
Сделка;real_estate_agent;https://krasnodar.cian.ru/rent/flat/286845572/;Краснодар;rent;flat;14;16;2;68;18000;0;2012;15;мкр. Гидростроителей; Имени Валерия Гассия;4;
Антон Захаров;realtor;https://krasnodar.cian.ru/rent/flat/307830152/;Краснодар;rent;flat;2;18;2;73;30000;0;2020;20;Прикубанский; Командорская;6к1;
Самолет Плюс Краснодар;real_estate_agent;https://krasnodar.cian.ru/rent/flat/306494944/;Краснодар;rent;flat;10;24;2;50.7;30000;0;2021;18.4;Прикубанский;бульвар Адмирала Пустошкина;11.фев;
Самолет Плюс Краснодар;real_estate_agent;https://krasnodar.cian.ru/rent/flat/307936885/;Краснодар;rent;flat;6;15;2;47.7;30000;0;2024;9.8;Прикубанский; Даниила Смоляна;71к3;
Елена Касимова;realtor;https://krasnodar.cian.ru/rent/flat/298340604/;Краснодар;rent;flat;12;17;2;61.5;30000;0;2022;20;Прикубанский; Летчика Позднякова;2к12;
Ирина Романова;realtor;https://krasnodar.cian.ru/rent/flat/307516796/;Краснодар;rent;flat;1;13;2;65;28000;0;2004;10;мкр. Центральный; Южная;25;
ID 60229491;homeowner;https://krasnodar.cian.ru/rent/flat/292490498/;Краснодар;rent;flat;6;16;2;65.6;27000;0;2007;16;Прикубанский;проезд Репина;22;
Ирина Романова;realtor;https://krasnodar.cian.ru/rent/flat/264358291/;Краснодар;rent;flat;4;5;2;60;31000;0;1989;-1;мкр. Аврора; Федора Лузана;41;
Полезные люди;real_estate_agent;https://krasnodar.cian.ru/rent/flat/307906970/;Краснодар;rent;flat;13;15;2;67;30000;0;2006;15.5;мкр. Юбилейный;набережная Рождественская;51;
ID 11480117;homeowner;https://krasnodar.cian.ru/rent/flat/307506111/;Краснодар;rent;flat;23;24;2;65;40000;0;2018;18;Центральный;Ставропольская ;336/6;
Антон Захаров;realtor;https://krasnodar.cian.ru/rent/flat/307959904/;Краснодар;rent;flat;8;16;2;57;35000;0;2023;14;Прикубанский; Имени Героя Советского Союза Николая Воробьева;17;
Елена Горобец;realtor;https://krasnodar.cian.ru/rent/flat/307982490/;Краснодар;rent;flat;7;24;2;67.9;35000;0;2023;15;мкр. Славянский; Заполярная;39к8;
ID 95386253;homeowner;https://krasnodar.cian.ru/rent/flat/297307854/;Краснодар;rent;flat;16;19;2;51;22000;0;2021;-1;мкр. Восточно-Кругликовский; Героя Владислава Посадского;47;
Городок23;real_estate_agent;https://krasnodar.cian.ru/rent/flat/308075862/;Краснодар;rent;flat;14;17;2;61;35000;0;2019;10;мкр. Восточно-Кругликовский; Генерала Трошева;;
Антон Шельдешев;realtor;https://krasnodar.cian.ru/rent/flat/297658015/;Краснодар;rent;flat;15;25;2;55.2;37000;0;2016;-1;Центральный;Садовая ;;
ID 75006223;homeowner;https://krasnodar.cian.ru/rent/flat/304090786/;Краснодар;rent;flat;3;5;2;54;40000;0;1969;14;мкр. Дубинка;Ставропольская ;45/1;
Олег Косинов;realtor;https://krasnodar.cian.ru/rent/flat/305820677/;Краснодар;rent;flat;4;10;2;75;40000;0;1994;16;Прикубанский; Имени 40-летия Победы;56;
Анжелика Лукошкина;realtor;https://krasnodar.cian.ru/rent/flat/308032382/;Краснодар;rent;flat;14;16;2;60;40000;0;2008;10;Фестивальный мкр; Монтажников;5;
ID 21938771;realtor;https://krasnodar.cian.ru/rent/flat/307989073/;Краснодар;rent;flat;5;9;2;42;30000;0;2023;16;Прикубанский; Имени Генерала Корнилова;9к2;
